what do you think?,player_name,trade_date,season,trade_type,from_team,to_team,num_teams,position_group,is_pitcher,age_at_trade,contract_status,years_control_remaining,salary_m,aav_m,war_yr0,g_yr0,war_yr1,g_yr1,war_yr2,g_yr2,war_yr3,g_yr3,war_peak,covid_yr,wWAR,war_trend,trend_label,yr0_rate,avail_pct,avail_grade,peak_gap,key_pieces,return_summary,return_tier,return_prospect_grades,notes
T221,Jeimer Candelario,7/31/2023,2023,deadline,WSN,CHC,2,3B,0,29,rental,0,5,5,3.1,99,0.03,124,3.6,140,2.1,52,3.6,3,1.62,-1.59,declining,5.07,0.815,B,1.98,"Kevin Made, DJ Herz",Washington received LHP DJ Herz (Cubs' #16 org prospect) and SS Kevin Made (Cubs' #14 org prospect). Neither ranked in national top-100 lists at time of trade; both were solid org-depth pieces for a half-season rental.,4,"P5, P5","Trade deadline rental , Candelario was in the final year of a 1-year/$5M deal with WSN and became a free agent after 2023. Cubs also sent cash consideration. Candelario signed a 3-year/$45M deal with the Reds after the season. DJ Herz later developed into a MLB starter for WSN."
T222,Mark Canha,7/31/2023,2023,deadline,NYM,MIL,2,OF,0,34,rental,0,10.5,13.25,1.2,89,2.5,140,2.7,141,1.5,59,2.7,3,2.59,-0.09,stable,2.18,0.867,B,0.11,Justin Jarvis,"The Mets received RHP Justin Jarvis, Milwaukee's No. 30 organizational prospect at the time of the trade , a 23-year-old Double-A/Triple-A arm without a national top-100 ranking. The Mets also paid down nearly all of Canha's remaining 2023 salary, covering everything above the prorated league minimum.",2,P6,"Trade deadline (7/31/2023) salary dump. Canha was in the final guaranteed year of his 2yr/$26.5M Mets deal (AAV $13.25M; 2023 base salary $10.5M). A $11.5M club option for 2024 transferred to MIL, which they declined (triggering a $2M buyout); Canha was then acquired by Detroit in November 2023. Mets ate nearly all of Canha's remaining 2023 salary. Jarvis was a fringe org depth arm with no national prospect standing , ranked 30th in MIL system pre-trade, 13th in NYM system post-trade. Classic deadline salary dump as the 2023 Mets collapsed."
T223,Paul Sewald,7/31/2023,2023,deadline,SEA,ARI,2,RP,1,33,arb2,1,4.1,4.1,0.8,45,0.43,65,1.6,62,-0.3,5,1.6,3,0.95,-0.52,stable,1.16,0.977,A,0.65,"Josh Rojas, Dominic Canzone, Ryan Bliss","Seattle received Josh Rojas (established MLB utility infielder, 29, multi-position regular), Dominic Canzone (ARI #19 prospect per MLB Pipeline, made his MLB debut July 8, 2023), and Ryan Bliss (ARI #28-29 prospect, posted .332/.391/.556 with 13 HR and 35 SB in 2023 between Double-A/Triple-A). Neither Bliss nor Canzone were nationally ranked top-100 prospects at the time; Baseball America ranked Bliss 16th and Canzone 14th among all prospects traded at the 2023 deadline.",4,"MLB-depth, P5, P5","Trade deadline deal (7/31/2023). Sewald was in arb2 at time of trade with one arb year (arb3) remaining; signed 1-yr $7.35M deal with ARI for 2024 then became a FA. He was one of the best closers in baseball at the time of the trade (elite K-rate, strong ERA). ARI used him as a key piece in their 2023 World Series run. Widely viewed as a below-market return for an elite closer , the Mariners were in seller mode despite being in playoff contention. Rojas was the MLB-experienced headliner but was a fringe contributor (.228/.292/.296 in 2023). Bliss had strong minor-league numbers but was not a national top-100 prospect. Canzone debuted well but was not a high-ceiling prospect."
T224,Aaron Civale,7/31/2023,2023,deadline,CLE,TBR,2,SP,1,28,arb1,3,2.6,2.6,2.7,13,1.25,20,0.73,21,0.2,12,2.1,3,1.02,0.23,stable,6.23,0.683,C,1.08,Kyle Manzardo,"Stable, Comforatbly plus hit tool should allow for everyday role despite lacking prototypical first base power (50 FV on Fangraphs)",4,P4,"Trade deadline deal (7/31/2023). Civale was 5-2 with a 2.34 ERA through 13 starts in 2023, pitching well at time of trade. He had 3.058 years of service entering 2023 (arb1 year) with two additional arb years remaining (2024, 2025) before free agency. Manzardo had strong hit tool but light power for 1B and was at Triple-A at time of trade hitting .238/.342/.442. Manzardo debuted with Cleveland in 2024."
T225,CJ Cron + Randal Grichuk,7/30/2023,2023,deadline,COL,LAA,2,1B,0,33,rental,0,7.25,7.25,,,,150,,142,0.44,13,0,3,1.8,-0.4,stable,,0.901,A,-1.8,"Jake Madden, Mason Albright","Colorado received LHP Mason Albright (Angels #8 prospect per MLB Pipeline at time of trade) and RHP Jake Madden (Angels #28), both low-level pitching prospects with no national top-100 standing. The Rockies also sent approximately $2M cash to LAA as part of the deal.",2,"P5, P6","Package trade: COL sent two rental players (Cron in final year of 2-year/$14.5M deal; Grichuk in final year of 5-year/$52M Blue Jays deal). Cron was 33 at trade; Grichuk was 31. Both became free agents after 2023. COL also sent ~$2M cash to offset remaining salary. Neither Albright nor Madden ranked in any national top-100 list at time of trade; Albright ranked #8 in Angels system and #28 for Madden at time of deal, landing in COL system around org rank 20-24 by 2024 preseason. Return tier adjusted down for two co-traded players departing simultaneously."
T226,Nicky Lopez,7/30/2023,2023,deadline,KCR,ATL,2,2B,0,28,arb2,1,3.7,3.7,1,68,0.9,141,5.47,151,0.2,56,4.4,3,2.93,-2.03,declining,2.38,0.901,A,1.47,Tyler Hearn,KCR received LHP Taylor Hearn in a straight one-for-one swap. Hearn was a fringe MLB reliever who had been DFA'd by Texas and briefly passed through Atlanta (acquired for cash considerations July 24) before being flipped to KCR six days later. He posted an 8.22 ERA in 7.2 IP for Kansas City after the trade.,2,MLB-depth,"Trade deadline deal (7/30/2023). Lopez was arb2 at $3.7M with one year of control remaining (arb3/2024). KCR could have simply claimed Hearn off waivers rather than trading Lopez , Royals Review noted this explicitly, indicating the deal was more a favor to Lopez to facilitate a contender move than a value-maximizing trade. Lopez elected free agency after 2024 (Nov 2024). Hearn was in his fifth organization in 2023 and had no meaningful MLB value."
T227,Jordan Montgomery + Chris Stratton,7/30/2023,2023,deadline,STL,TEX,2,SP,1,30,rental,0,10,10,,,,32,,30,0,10,0,3,2.98,-0.18,stable,,1.033,A+,-2.98,"Thomas Saggese, Tekoah Roby, John King","STL received INF prospect Thomas Saggese (Rangers #14 org, fringe national top-100 entering 2024 after .314/.380/.514 at Double-A Frisco) and RHP prospect Tekoah Roby (Rangers #11 org, ranked ~64th nationally by FanGraphs before shoulder injury), plus MLB LHP reliever John King and IFA bonus pool space. King posted a 1.45 ERA in 20 Cardinals appearances the rest of 2023.",5,"P4, P4, MLB-depth","Trade deadline deal July 30, 2023. Montgomery was a pure rental , 1-year $10M deal signed January 2023, free agent after season (signed 4-year deal with ARI that winter). Co-traded RP Chris Stratton included in package, return tier adjusted down 1 step per package trade convention. Montgomery won the 2023 World Series with TEX. Saggese and Roby were both 21-year-old 2020 draft picks. Roby had been on the IL since early June 2023 with a shoulder issue, limiting his value at time of trade. Saggese cracked national top-100 lists entering 2024 and won 2023 Texas League MVP."
T228,Jordan Hicks,7/30/2023,2023,deadline,STL,TOR,2,RP,1,26,rental,0,1.8375,1.8375,0.4,40,0.32,35,-0.1,10,,,-0.1,,0.13,0.19,stable,0.65,0.346,F,-0.23,"Sem Robberse, Adam Kloffenstein","STL received Double-A RHP Sem Robberse (TOR #7 prospect per MLB Pipeline, #6 per FanGraphs) , a 21-year-old Netherlands native with a 3.97 ERA in 113.1 AA innings and plus command , plus RHP Adam Kloffenstein, an unranked depth starter with a 3.24 ERA in 17 Double-A starts. Neither prospect appeared on national top-100 lists at the time of the trade.",4,"P5, P6","Trade deadline rental , Hicks posted a 2.25 ERA / 1.92 FIP with 34.4% K rate in 36 IP before the trade. Extension talks between STL and Hicks stalled, making this a pure sell-high move. Hicks became a free agent after 2023. TOR acquired him specifically to fill the closer role while Jordan Romano was on the IL. Born September 6, 1996; age 26 at trade date (before his birthday). 2023 salary $1.8375M on 1-yr arb-avoided deal."
T230,Kendall Graveman,7/28/2023,2023,deadline,CWS,HOU,2,RP,1,32,signed,1,8,8,0.9,45,1,65,1.06,53,-0.3,11,2.1,3,1.03,-0.03,stable,1.3,0.908,A,1.07,Korey Lee,Glove-first catcher with 7- arm and enough pull pop to be a primary catcher despite 30-grade hit tool.,3,P5,"Graveman was in year 2 of his 3-year/$24M deal (2022-2024, $8M AAV) signed with CWS in Nov 2021. He had 1 year remaining after the trade (2024 at $8M). Traded at the 2023 deadline (July 28). Graveman returned to HOU, where he had his breakout 2021 season. Lee displaced with Astros by Yainer Diaz's emergence. Lee got big-league reps for CWS in the second half of 2023."
T231,Lance Lynn + Joe Kelly,7/28/2023,2023,deadline,CWS,LAD,2,SP,1,36,rental,0,18.5,19,,,,21,,28,0,13,0,3,2.91,-1.11,declining,,0.817,C,-2.91,"Nick Nastrini, Jordan Leasure, Trayce Thompson","CWS received outfielder Trayce Thompson (fringe MLB, on 60-day IL with oblique strain at time of trade), RHP Nick Nastrini (Dodgers #9-10 org prospect per BA/MLB Pipeline, Double-A), and RHP Jordan Leasure (14th-round 2021 pick, org-depth reliever, Double-A). No national top-100 prospects included.",3,"MLB-depth, P5, P6","Package deal: CWS sent both Lynn (SP, age 36, $18.5M salary) and Kelly (RP, age 35, $9M salary) to LAD at the 2023 trade deadline. Both were in the final guaranteed year of their contracts with club options for 2024 that were declined post-season, making these pure two-month rentals. Lynn had a 10-team no-trade clause with LAD on it and waived it. Lynn posted a 6.47 ERA in 2023 before the trade. Return tier adjusted down 1 from base (4) for the co-traded Kelly."
T232,David Robertson,7/28/2023,2023,deadline,NYM,MIA,2,RP,1,38,rental,0,10,10,1.8,40,0.72,58,,,,,2.7,3,0.72,0,stable,2.92,0.892,A,1.98,"Marco Vargas, Ronald Hernandez","The Mets received two low-level Marlins prospects: Marco Vargas, an 18-year-old INF ranked #18 in Miami's system per MLB.com (#9 per FanGraphs), and Ronald Hernandez, a 19-year-old switch-hitting C ranked #21 per MLB.com (#24 per FanGraphs). Both were playing in the rookie-level Florida Complex League at the time of the deal.",3,"P5, P6","Trade deadline deal (July 28, 2023). Robertson was a pure rental on a 1-year $10M deal signed with NYM in December 2022. He stepped into the closer role after Edwin Diaz tore his patella tendon at the WBC, posting a 2.05 ERA and going 14-for-17 in save opportunities. Neither prospect was a national top-100 talent; Vargas was the headliner as a young INF with strong plate discipline in the FCL and later ranked 6th-7th in the Mets system in 2024. Robertson signed a 1-year $11.5M deal with the Texas Rangers after the 2023 season."
T233,Carlos Santana,7/27/2023,2023,deadline,PIT,MIL,2,1B,0,37,rental,0,6.725,6.725,1.5,94,1.1,131,-0.77,158,1,60,1.1,3,0.27,0.83,stable,2.59,0.892,B,0.83,Jhonny Severino,"PIT received 18-year-old SS/3B prospect Jhonny Severino, Milwaukee's $1.23M international signee from the 2022 class who ranked No. 21 in MLB Pipeline's 2022 international prospect rankings. At trade time Severino was pre-full-season-ball and raw, representing a lottery-ticket upside return on a pure rental deal.",3,P5,"Trade deadline deal (7/27/2023). Santana was on a 1-year, $6.725M rental with PIT, owed roughly $2.5M for the remainder of the season. He slashed .235/.321/.412 with 12 HR and 53 RBI in 94 games for PIT before the trade. Severino signed for $1.23M in January 2022 out of the Dominican Republic and was ranked No. 21 in MLB Pipeline's 2022 international prospect class , he was not a national top-100 prospect at trade time. Severino suffered a hamate injury that ended his 2023 season after just 3 games with PIT. He broke out in 2024 (.869 OPS, 16 HR, 16 SB) and was named Pirates MiLB Hitting Prospect of the Year, rising to PIT org top-20."
T234,Amed Rosario,7/26/2023,2023,deadline,CLE,LAD,2,SS,0,27,rental,0,7.8,7.8,-0.3,94,3.06,153,2.8,141,0,46,4.2,3,2.94,0.12,stable,-0.52,0.907,A,1.26,Noah Syndergaard + Cash,"CLE received RHP Noah Syndergaard (on a 1-year $13M deal, posting a 7.16 ERA in 12 LAD starts, injured at time of trade with a finger blister) and approximately $1.87M cash covering the prorated salary difference. Syndergaard was DFA'd and released by CLE within five weeks of arriving.",2,"MLB-depth, CASH","Trade direction note: actual trade was CLE sending Rosario TO LAD; task lists From=LAD/To=CLE. LAD sent Syndergaard + ~$1.87M cash. Rosario was on a 1-yr $7.8M deal (arb3) signed Jan 2023, became a free agent after the season. CLE traded him to open playing time for Tyler Freeman and Gabriel Arias. Syndergaard had a 7.16 ERA in 12 LAD starts before the trade and was on the IL with a blister; CLE released him on Aug 31, 2023 after 5-6 starts. Both players became free agents post-2023."
T235,Jorge Lopez,7/26/2023,2023,deadline,MIN,MIA,2,RP,1,30,arb3,0,3.525,3.525,-0.1,37,0.85,67,0.79,33,-0.3,10,1.7,3,0.82,0.03,stable,-0.18,0.769,B,0.88,Dylan Floro,Minnesota received RHP Dylan Floro in a straight one-for-one reliever swap. Floro was a 32-year-old journeyman with a 4.54 ERA over 43 appearances for Miami in 2023; no prospects or cash changed hands.,2,MLB-depth,"Trade deadline swap of two struggling relievers. Lopez was in his final year of arbitration control (arb3) and became a free agent after the 2023 season. Floro was DFA'd by the Twins in September 2023 after posting a 5.29 ERA in 17 IP. Lopez was subsequently claimed off waivers by the Orioles in September 2023, then DFA'd again and elected free agency. Both sides received negative value post-trade."
T236,Trent Thornton,7/26/2023,2023,deadline,TOR,SEA,2,RP,1,29,arb1,2,1,1,0.1,4,0.2,32,-0.3,37,-0.2,3,0.2,3,-0.02,0.22,stable,,0.531,D,0.22,Mason McCoy,"TOR received Triple-A infielder Mason McCoy from Seattle. McCoy was a fringe organizational depth piece at Triple-A Tacoma with no prospect ranking, primarily a utility infielder with limited MLB upside.",1,P6,"Thornton was DFA'd by TOR on July 21, 2023 after Genesis Cabrera was acquired, then traded to SEA on July 26. He had been transitioned to relief role. Debuted 2019 as SP, converted to RP. McCoy made 6 MLB games for TOR in 2023, went 0-for-1, was DFA'd Sept 20. Thornton was solid for SEA down the stretch: 2.08 ERA in 23 innings. Trade deadline deal 5 days before the July 31 deadline."
T237,Mauricio Llovera,7/26/2023,2023,deadline,SFG,BOS,2,RP,1,27,pre-arb,4,0.72,0.72,0.2,5,0.1,17,-0.1,6,-0.01,0,0.1,3,0.01,0.09,stable,,0.177,F,0.09,Marques Johnson,"SFG received RHP Marques Johnson, an 11th-round pick in the 2022 MLB Draft out of Long Beach State. Johnson was a low-level Single-A arm with no national prospect ranking, assigned to Single-A San Jose after the trade.",2,P6,Trade deadline minor swap. Llovera was a 27-year-old pre-arb reliever with roughly 1 year of accumulated MLB service time who had been DFA'd by SFG to clear a roster spot for Luke Jackson's IL return. Boston needed bullpen depth. Marques Johnson showed intriguing high-spin stuff but had command issues at Single-A Salem before the trade; not a nationally ranked prospect.
T238,Enrique Hernandez,7/25/2023,2023,deadline,BOS,LAD,2,OF,0,31,rental,0,10,10,-0.6,86,0.27,93,3.65,134,2,48,4.9,3,1.77,-1.5,declining,-1.13,0.701,C,3.13,"Nick Robertson, Justin Hagenman","Boston received RHP Nick Robertson (fringe MLB reliever with 10.1 MLB innings in 2023) and RHP Justin Hagenman (Triple-A arm, never reached BOS majors), plus sent $2.5M in cash to the Dodgers to cover the remainder of Hernandez's salary.",2,"MLB-depth, P6","Classic deadline rental deal , Hernandez in final year of his 1-year $10M deal, set to be a free agent after 2023. Red Sox absorbed ~$3.6M remaining salary and sent $2.5M cash to LAD. Robertson never stuck in Boston bullpen; Hagenman elected free agency after 2024 and signed with Mets. Hernandez returned to his longtime Dodgers home where he played 2015-2020."
T239,Pierce Johnson,7/24/2023,2023,deadline,COL,ATL,2,RP,1,32,rental,0,5,5,-0.3,43,-0.1,15,1.1,63,0.4,24,1.1,3,0.43,-0.53,stable,-0.45,0.6,D,0.67,"Victor Vodnik, Tanner Gordon",Colorado received RHP Victor Vodnik (Braves' #10 org prospect per MLB Pipeline) and RHP Tanner Gordon (Braves' #26 org prospect). Neither appeared in national top-100 lists at the time; Vodnik was a high-upside reliever and Gordon a fringe SP depth piece.,3,"P5, P6","Trade deadline deal (July 24, 2023). Johnson was in the final year of a 1-year $5M deal with COL, making him a pure rental. He had struggled with COL (6.00 ERA in 43 appearances/39 IP in 2023) but ATL projected a Coors Field correction. Johnson then signed a 2-year $14.25M extension with ATL on October 25, 2023, with a club option for 2026. Vodnik is a RHP reliever who debuted with COL; Gordon is a RHP who debuted with COL in 2024."
T240,Genesis Cabrera,7/21/2023,2023,deadline,STL,TOR,2,RP,1,26,arb2,2,0.95,0.95,0.2,61,,39,,71,,19,1.2,3,0.09,-0.89,stable,0.21,0.846,B,1.11,Samuel Hernandez,"STL received minor league catcher Sammy Hernandez, a 14th-round pick from the Blue Jays' 2022 draft class. Hernandez was a raw, athletically projectable catcher with no national prospect ranking at the time of the trade.",2,P5,"Cabrera was DFA'd by STL on July 18, 2023 after the Cardinals signed Ryan Tepera. He had posted a 5.06 ERA with 18 walks over 32 IP in 2023 and a -0.8 fWAR in 2022. He had roughly 3 years of MLB service time at the time of trade, giving TOR control through 2025. Hernandez ranked #40 in the Cardinals org in 2024 and rose to #20 in 2025, suggesting modest upside but no elite ceiling at trade time. Trade deadline context: July 2023."
T241,Shintaro Fujinami,7/19/2023,2023,deadline,OAK,BAL,2,RP,1,29,rental,0,3.25,3.25,0.2,64,,,,,,,0.2,3,,,,0.2,,,,Easton Lucas,"OAK received minor league LHP Easton Lucas, a 14th-round 2019 draftee acquired from Miami in 2019. Lucas was 26 years old at the time, posting a 2.93 ERA across Triple-A Norfolk and Double-A Bowie in 2023 but was unranked on any national or org top-30 prospect lists.",2,P6,"Fujinami signed a 1-year $3.25M posting deal with OAK in January 2023, his first MLB season after 10 years with the Hanshin Tigers in NPB. He was moved from SP to RP in late April after going 0-4 with a 14.40 ERA in four starts. At time of trade, Fujinami had a 8.57 ERA in 34 games (7 starts) with OAK. After the trade he posted a 4.85 ERA in 30 games for BAL. His 2023 full-season WAR split: 0.2 fWAR / -2.1 bWAR. No MLB service time prior to 2023 (Japanese posting). The one-year contract made him a rental with 0 years of control remaining post-season."
T242,PJ Higgins,7/16/2023,2023,deadline,ARI,CHC,2,C,0,30,pre-arb,4,0.72,0.72,,,,,,,,,,3,,,,,,,,Cash,ARI received only cash considerations in exchange for Higgins. No prospects or MLB players were included; this was a minor depth move to move a fringe roster catcher back to his original organization.,1,CASH,"Higgins was on a minor league contract with Arizona signed January 12, 2023 after being DFA'd by the Cubs. He had ~1.1 years of MLB service time (pre-arb) entering 2023. He performed well at Triple-A Reno (.317/.407/.473, 116 wRC+, 58 games) before the Cubs reacquired him. Salary listed is 2023 MLB minimum ($720K); he may have been earning minor league rates until placed on the 40-man after the trade. After 2023 he signed a $820K MLB deal with Cincinnati and was later outrighted. Trade date confirmed July 16, 2023."
T243,Ben Gamel,7/13/2023,2023,deadline,TBR,SDP,2,OF,0,31,rental,0,0.72,0.72,-0.1,6,,115,,122,,40,0.5,3,0.01,0.09,stable,,0.731,C,0.49,Cash,"The Rays received only cash from the Padres in exchange for Ben Gamel. Gamel was on a minor league deal and had been in Triple-A Durham at the time of the trade, so the return reflected his status as a non-roster veteran depth piece.",1,CASH,"Gamel signed a minor league deal with Tampa Bay in February 2023 and was not on the 40-man roster. He had been strong in Triple-A Durham (.276/.402/.463, 120 wRC+ in 250 PA). Trade was July 13, 2023 , just before the deadline. Padres assigned him to Triple-A El Paso. He was added to the Padres' 40-man and selected to the MLB roster in August 2023. Salary not publicly disclosed (minor league deal terms)."
T244,Mike Mayers,7/13/2023,2023,deadline,KCR,CWS,2,RP,1,31,rental,0,0.72,0.72,0,6,,24,,72,,29,1,3,-0.19,-0.71,stable,,0.738,C,1.19,Cash,"Kansas City received only cash considerations from Chicago for Mayers. This was a minimal salary-dump-style move , the Royals DFA'd Mayers in late June and then dealt him outright for cash rather than releasing him.",1,CASH,"Mayers signed a minor league deal with Kansas City in December 2022 after being granted free agency following the 2022 season with the Angels. Selected to the Royals roster May 17, 2023, DFA'd June 21, then traded to CWS July 12 (announced July 13) for cash. As a free agent on a minor league deal he had no further team control beyond 2023. Salary estimated at or near 2023 MLB minimum (~$720K); exact MiLB deal terms not publicly disclosed."
T245,Tyson Miller,7/12/2023,2023,deadline,MIL,LAD,2,RP,1,27,pre-arb,3,0.72,0.72,,,,,,,0,2,0,3,,,,,,,,Cash,"The Brewers received only cash considerations from the Dodgers. Miller had been designated for assignment by Milwaukee on July 8 before the trade was completed on July 12, 2023.",1,CASH,"Tyson Miller was a pure organizational depth arm acquired off waivers by MIL from TEX in November 2022. He posted a 5.79 ERA in 9.1 IP for Milwaukee in 2023 before being DFA'd. The Brewers received only cash considerations, making this effectively a salary dump/roster management move. Miller had a solid 2022 season with TEX (0.7 WAR, 3.87 ERA in 93 IP) but was inconsistent in 2023. The Dodgers later outrighted him in September 2023."
T246,Pat Valaika,7/4/2023,2023,deadline,SEA,LAD,2,2B,0,30,rental,0,0.72,0.72,,,,,,,0.11,52,0,3,,,,,,,,Cash,Seattle received only cash considerations for Valaika. He was on a minor league contract and assigned to Triple-A Oklahoma City; no prospects or MLB players were included in the return.,1,CASH,"Valaika signed a MiLB deal with SEA on 3/23/2023 after last appearing in MLB in 2021 with Baltimore. He had 6+ years of MLB service time, making him a free agent , not under arb control. Was hitting .240/.343/.405 with 77 wRC+ for Triple-A Tacoma at time of trade. Sent to Triple-A Oklahoma City by LAD. Released by LAD on 11/6/2023. Salary not publicly disclosed (MiLB deal). Trade deadline context: just before the 2023 All-Star break."
T247,Zach Muckenhirn,7/3/2023,2023,deadline,NYM,SEA,2,RP,1,28,pre-arb,5,0.72,0.72,,,,,,,,,0,,,,,,,,,"Trevor  Gott, Chris Flexen","NYM received RHP reliever Trevor Gott (0-3, 4.03 ERA in 2023 with SEA) and RHP Chris Flexen, though Flexen was immediately DFA'd upon arrival , he carried a no-option clause requiring roster placement. The Mets absorbed roughly $4.6M in remaining 2023 salary obligations between the two pitchers, making this effectively a salary-dump trade with a fringe bullpen arm (Gott) as the functional return.",2,"MLB-depth, MLB-depth","Classic pre-deadline salary dump. SEA offloaded Flexen's $8M/yr deal (~$4M remaining) and Gott's $1.2M deal (~$600K remaining) by packaging them with Muckenhirn. NYM immediately DFA'd Flexen due to his no-option contract clause. Muckenhirn had 0.006 years of service time and had made just 3 MLB appearances (6 IP, 6.00 ERA) for NYM in 2023 before the trade. He posted a 9.35 ERA in 7 Triple-A appearances for Tacoma post-trade and was DFA'd on 8/9/2023, then released 11/6/2023."
T248,Aroldis Chapman,6/30/2023,2023,deadline,KCR,BOS,2,RP,1,35,rental,0,3.75,3.75,1,31,-0.2,43,0.57,61,0.4,13,1.5,3,0.14,-0.34,stable,2.1,0.8,B,1.36,"Cole Ragans, Roni Cabrera","KCR received left-handed starting pitcher Cole Ragans (Rangers org top-25 prospect, MLB-debuted Aug 2022, pre-arb controllable arm) and 17-year-old DSL outfielder Roni Cabrera. Ragans was a former first-round pick working as a reliever/swing man for Texas with a 5.92 ERA at time of trade but posted a 2.64 ERA in 71.2 innings for KC after the trade, emerging as an ace-caliber arm.",5,"P4, P6","Task metadata listed 'To team: BOS' but trade was confirmed KCR to TEX (Texas Rangers) on June 30, 2023. Chapman signed with Boston Red Sox as a free agent in December 2024. Chapman was on a 1-year/$3.75M deal with KCR (plus up to $4M in performance bonuses), making him a pure rental. Ragans broke out spectacularly in the second half of 2023 (2.4 WAR, AL Pitcher of the Month Aug 2023) making this one of the more lopsided deadline deals of that year in KCR's favor. Chapman won a World Series ring with Texas in 2023."
T249,Joey Gallo,8/2/2022,2022,deadline,NYY,LAD,2,OF,0,28,rental,0,10.275,10.275,0,82,4.5,153,1.6,57,3.1,70,4.5,2,3.98,0.52,stable,0,0.688,C,0.52,Clayton Beeter,"The Yankees received RHP Clayton Beeter, ranked the Dodgers' #15 prospect by MLB Pipeline and #9-10 in the Yankees' system post-trade. Beeter was a 2020 draft pick (66th overall) with a plus curveball but control issues at Double-A Tulsa at the time of the deal.",3,P5,Gallo was an end-of-season rental on a 1-year $10.275M deal; he became a free agent after 2022 and signed with the Twins. He had struggled badly with the Yankees (.160 BA) making him a low-leverage trade chip. Beeter showed post-trade improvement with the Yankees' Double-A affiliate but was never more than a fringe prospect.
T250,Jay Groome,8/2/2022,2022,deadline,BOS,SDP,2,SP,1,23,pre-arb,5,0.7,0.7,,,,,,,,,,2,,,,,,,,"Eric Hosmer, Max Ferguson, Corey Rosier + Cash","Boston received 1B Eric Hosmer (with San Diego subsidizing all but league minimum of his remaining $43.5M+ contract), Padres #11 prospect Max Ferguson (2B, 5th round 2021), and Padres #26 prospect Corey Rosier (OF, 12th round 2021). The cash subsidy was the dominant component of the return.",4,"MLB-depth, P5, P6, CASH","This was primarily a salary-dump trade. Padres paid ~$43.56M of Hosmer's remaining contract (all but league minimum), making the cash the centerpiece of the return. Groome was a 2016 1st-round pick (12th overall) who missed significant development time to Tommy John surgery; he had no MLB service time at trade. Hosmer was a declining veteran whose on-field value was minimal. Groome was later suspended for one year by MLB for gambling violations (2024) and non-tendered by the Padres in June 2025."
T252,Raisel Iglesias,8/2/2022,2022,deadline,LAA,ATL,2,RP,1,32,signed,3,10,14.5,0.2,39,2.01,65,0.2,22,1,68,2.8,2,1.63,0.38,stable,0.33,1.023,A+,1.17,Jesse Chavez Tucker Davidson,"LAA received LHP Tucker Davidson (Braves org top-8 prospect, no national top-100 ranking) and 38-year-old veteran RHP Jesse Chavez, who was released by the Angels just 27 days after the trade. Atlanta absorbed the remaining three years and approximately $48M of Iglesias' backloaded contract.",2,"P5, MLB-depth","Trade-deadline buzzer-beater per Braves GM Alex Anthopoulos. Iglesias was under a 4yr/$58M deal (signed after 2021 FA) with a backloaded structure: $10M in 2022, $16M in each of 2023-25. Braves took on the full remaining salary. Jesse Chavez was released by LAA on August 29, 2022 , just 27 days post-trade , and was immediately claimed off waivers back by Atlanta, making him effectively a salary-dump piece with no lasting value to LAA. Tucker Davidson had big-league experience but was not a national top-100 prospect. LAA received almost no real value for a locked-up closer with three years of team control remaining."
T253,Jordan Montgomery,8/2/2022,2022,deadline,NYY,STL,2,SP,1,29,arb2,1,6,6,1,21,3.3,30,0.2,10,-0.1,2,3.3,2,2.02,1.28,rising,1.43,0.533,D,1.28,"Harrison Bader, PTBNL or Cash","The Yankees received center fielder Harrison Bader, a Gold Glove-winning CF who was on the IL with plantar fasciitis at the time of the trade, plus a player to be named later or cash considerations. No prospects were included in the return.",3,"MLB-depth, P6","Trade deadline deal on 8/2/2022. Bader was on the IL with plantar fasciitis and had not played since June 26; he did return to help NYY in the 2022 postseason. Montgomery went on to post a 3.11 ERA for STL in 2022 and signed a $10M one-year deal with STL to avoid arb for 2023, then was traded to Texas at the 2023 deadline. Montgomery became a free agent after 2023 and signed with Arizona. The PTBNL/cash portion of the deal was minor. NYY gave up a quality #3 SP with one additional year of control for an injured OF."
T254,David Robertson,8/2/2022,2022,deadline,CHC,PHI,2,RP,1,37,rental,0,3.5,3.5,2,36,-0.1,12,0.7,69,-0.09,61,2.9,,0.17,-0.27,stable,3.61,0.728,C,2.73,Ben Brown,"The Cubs received RHP prospect Ben Brown, the Phillies' #7 org prospect per Baseball America's midseason rankings. Brown, 22, was a 33rd-round 2017 pick who had broken out in 2022 with a 3.08 ERA across 73 innings at High-A, featuring a plus fastball-slider mix.",4,P4,"Robertson signed a 1-year, $3.5M deal with Chicago for 2022 (plus up to $1.5M in incentives), making him a pure rental. He posted a 2.23 ERA in 40.1 IP with 14 saves before the deadline. Robertson had prior Phillies ties from a 2019-20 deal derailed by elbow injury. Brown was not a national top-100 prospect at trade time but reached MLB Pipeline #86 overall by mid-2023. The Givens-to-Mets deal (returning Saul Gonzalez) was a separate concurrent transaction."
